dataset,dt_mode,lr,eff_bs,phys_bs,accum,cell_idx,exit_code,wall_sec,output_dir
imm_clustertrace,concat,2e-3,128,32,4,18,0,87,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_clustertrace/concat/lr-2e-3_ebs-128/seed1
imm_studentlife,replace,1e-4,64,16,4,1,0,104,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-1e-4_ebs-64/seed1
imm_studentlife,replace,1e-4,128,32,4,2,0,71,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-1e-4_ebs-128/seed1
imm_studentlife,replace,1e-4,256,32,8,3,0,137,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-1e-4_ebs-256/seed1
imm_studentlife,replace,5e-4,64,16,4,4,0,85,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-5e-4_ebs-64/seed1
imm_studentlife,replace,5e-4,128,32,4,5,0,114,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-5e-4_ebs-128/seed1
imm_studentlife,replace,5e-4,256,32,8,6,0,96,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-5e-4_ebs-256/seed1
imm_studentlife,replace,2e-3,64,16,4,7,0,103,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-2e-3_ebs-64/seed1
imm_studentlife,replace,2e-3,128,32,4,8,0,143,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-2e-3_ebs-128/seed1
imm_studentlife,replace,2e-3,256,32,8,9,0,139,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/replace/lr-2e-3_ebs-256/seed1
imm_studentlife,concat,1e-4,64,16,4,10,0,113,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-1e-4_ebs-64/seed1
imm_studentlife,concat,1e-4,128,32,4,11,0,139,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-1e-4_ebs-128/seed1
imm_studentlife,concat,1e-4,256,32,8,12,0,183,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-1e-4_ebs-256/seed1
imm_studentlife,concat,5e-4,64,16,4,13,0,91,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-5e-4_ebs-64/seed1
imm_studentlife,concat,5e-4,128,32,4,14,0,114,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-5e-4_ebs-128/seed1
imm_studentlife,concat,5e-4,256,32,8,15,0,186,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-5e-4_ebs-256/seed1
imm_studentlife,concat,2e-3,64,16,4,16,0,102,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-2e-3_ebs-64/seed1
imm_studentlife,concat,2e-3,128,32,4,17,0,86,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-2e-3_ebs-128/seed1
imm_studentlife,concat,2e-3,256,32,8,18,0,113,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_studentlife/concat/lr-2e-3_ebs-256/seed1
imm_ilinet,replace,1e-4,8,8,1,1,0,45,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-1e-4_ebs-8/seed1
imm_ilinet,replace,1e-4,16,16,1,2,0,31,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-1e-4_ebs-16/seed1
imm_ilinet,replace,1e-4,32,32,1,3,0,42,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-1e-4_ebs-32/seed1
imm_ilinet,replace,5e-4,8,8,1,4,0,35,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-5e-4_ebs-8/seed1
imm_ilinet,replace,5e-4,16,16,1,5,0,30,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-5e-4_ebs-16/seed1
imm_ilinet,replace,5e-4,32,32,1,6,0,27,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-5e-4_ebs-32/seed1
imm_ilinet,replace,2e-3,8,8,1,7,0,51,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-2e-3_ebs-8/seed1
imm_ilinet,replace,2e-3,16,16,1,8,0,28,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-2e-3_ebs-16/seed1
imm_ilinet,replace,2e-3,32,32,1,9,0,26,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/replace/lr-2e-3_ebs-32/seed1
imm_ilinet,concat,1e-4,8,8,1,10,0,50,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-1e-4_ebs-8/seed1
imm_ilinet,concat,1e-4,16,16,1,11,0,22,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-1e-4_ebs-16/seed1
imm_ilinet,concat,1e-4,32,32,1,12,0,25,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-1e-4_ebs-32/seed1
imm_ilinet,concat,5e-4,8,8,1,13,0,50,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-5e-4_ebs-8/seed1
imm_ilinet,concat,5e-4,16,16,1,14,0,21,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-5e-4_ebs-16/seed1
imm_ilinet,concat,5e-4,32,32,1,15,0,23,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-5e-4_ebs-32/seed1
imm_ilinet,concat,2e-3,8,8,1,16,0,23,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-2e-3_ebs-8/seed1
imm_ilinet,concat,2e-3,16,16,1,17,0,33,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-2e-3_ebs-16/seed1
imm_ilinet,concat,2e-3,32,32,1,18,0,41,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_ilinet/concat/lr-2e-3_ebs-32/seed1
imm_cesnet,replace,1e-4,8,8,1,1,0,66,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-1e-4_ebs-8/seed1
imm_cesnet,replace,1e-4,16,16,1,2,0,23,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-1e-4_ebs-16/seed1
imm_cesnet,replace,1e-4,32,32,1,3,0,65,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-1e-4_ebs-32/seed1
imm_cesnet,replace,5e-4,8,8,1,4,0,18,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-5e-4_ebs-8/seed1
imm_cesnet,replace,5e-4,16,16,1,5,0,22,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-5e-4_ebs-16/seed1
imm_cesnet,replace,5e-4,32,32,1,6,0,23,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-5e-4_ebs-32/seed1
imm_cesnet,replace,2e-3,8,8,1,7,0,19,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-2e-3_ebs-8/seed1
imm_cesnet,replace,2e-3,16,16,1,8,0,18,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-2e-3_ebs-16/seed1
imm_cesnet,replace,2e-3,32,32,1,9,0,19,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/replace/lr-2e-3_ebs-32/seed1
imm_cesnet,concat,1e-4,8,8,1,10,0,56,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-1e-4_ebs-8/seed1
imm_cesnet,concat,1e-4,16,16,1,11,0,36,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-1e-4_ebs-16/seed1
imm_cesnet,concat,1e-4,32,32,1,12,0,52,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-1e-4_ebs-32/seed1
imm_cesnet,concat,5e-4,8,8,1,13,0,17,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-5e-4_ebs-8/seed1
imm_cesnet,concat,5e-4,16,16,1,14,0,52,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-5e-4_ebs-16/seed1
imm_cesnet,concat,5e-4,32,32,1,15,0,27,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-5e-4_ebs-32/seed1
imm_cesnet,concat,2e-3,8,8,1,16,0,31,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-2e-3_ebs-8/seed1
imm_cesnet,concat,2e-3,16,16,1,17,0,17,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-2e-3_ebs-16/seed1
imm_cesnet,concat,2e-3,32,32,1,18,0,27,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_cesnet/concat/lr-2e-3_ebs-32/seed1
imm_epa_air,replace,1e-4,32,32,1,1,0,36,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-1e-4_ebs-32/seed1
imm_epa_air,replace,1e-4,64,16,4,2,0,18,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-1e-4_ebs-64/seed1
imm_epa_air,replace,1e-4,128,32,4,3,0,18,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-1e-4_ebs-128/seed1
imm_epa_air,replace,5e-4,32,32,1,4,0,23,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-5e-4_ebs-32/seed1
imm_epa_air,replace,5e-4,64,16,4,5,0,33,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-5e-4_ebs-64/seed1
imm_epa_air,replace,5e-4,128,32,4,6,0,24,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-5e-4_ebs-128/seed1
imm_epa_air,replace,2e-3,32,32,1,7,0,29,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-2e-3_ebs-32/seed1
imm_epa_air,replace,2e-3,64,16,4,8,0,28,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-2e-3_ebs-64/seed1
imm_epa_air,replace,2e-3,128,32,4,9,0,21,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/replace/lr-2e-3_ebs-128/seed1
imm_epa_air,concat,1e-4,32,32,1,10,0,34,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-1e-4_ebs-32/seed1
imm_epa_air,concat,1e-4,64,16,4,11,0,19,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-1e-4_ebs-64/seed1
imm_epa_air,concat,1e-4,128,32,4,12,0,17,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-1e-4_ebs-128/seed1
imm_epa_air,concat,5e-4,32,32,1,13,0,26,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-5e-4_ebs-32/seed1
imm_epa_air,concat,5e-4,64,16,4,14,0,36,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-5e-4_ebs-64/seed1
imm_epa_air,concat,5e-4,128,32,4,15,0,18,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-5e-4_ebs-128/seed1
imm_epa_air,concat,2e-3,32,32,1,16,0,37,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-2e-3_ebs-32/seed1
imm_epa_air,concat,2e-3,64,16,4,17,0,38,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-2e-3_ebs-64/seed1
imm_epa_air,concat,2e-3,128,32,4,18,0,22,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm/imm_epa_air/concat/lr-2e-3_ebs-128/seed1
