dataset,dt_mode,lr,eff_bs,phys_bs,accum,cell_idx,exit_code,wall_sec,output_dir
imm_studentlife,learned,5e-4,64,16,4,13,0,57,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/learned/lr-5e-4_ebs-64/seed1
imm_studentlife,learned,5e-4,128,32,4,14,0,43,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/learned/lr-5e-4_ebs-128/seed1
imm_studentlife,learned,5e-4,256,32,8,15,0,63,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/learned/lr-5e-4_ebs-256/seed1
imm_studentlife,learned,2e-3,64,16,4,16,0,41,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/learned/lr-2e-3_ebs-64/seed1
imm_studentlife,learned,2e-3,128,32,4,17,0,34,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/learned/lr-2e-3_ebs-128/seed1
imm_studentlife,learned,2e-3,256,32,8,18,0,70,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/learned/lr-2e-3_ebs-256/seed1
imm_studentlife,concat,1e-4,64,16,4,19,0,63,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-1e-4_ebs-64/seed1
imm_studentlife,concat,1e-4,128,32,4,20,0,81,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-1e-4_ebs-128/seed1
imm_studentlife,concat,1e-4,256,32,8,21,0,120,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-1e-4_ebs-256/seed1
imm_studentlife,concat,5e-4,64,16,4,22,0,65,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-5e-4_ebs-64/seed1
imm_studentlife,concat,5e-4,128,32,4,23,0,46,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-5e-4_ebs-128/seed1
imm_studentlife,concat,5e-4,256,32,8,24,0,65,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-5e-4_ebs-256/seed1
imm_studentlife,concat,2e-3,64,16,4,25,0,38,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-2e-3_ebs-64/seed1
imm_studentlife,concat,2e-3,128,32,4,26,0,49,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-2e-3_ebs-128/seed1
imm_studentlife,concat,2e-3,256,32,8,27,0,42,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_studentlife/concat/lr-2e-3_ebs-256/seed1
imm_ilinet,replace,1e-4,8,8,1,1,0,25,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-1e-4_ebs-8/seed1
imm_ilinet,replace,1e-4,16,16,1,2,0,22,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-1e-4_ebs-16/seed1
imm_ilinet,replace,1e-4,32,32,1,3,0,16,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-1e-4_ebs-32/seed1
imm_ilinet,replace,5e-4,8,8,1,4,0,19,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-5e-4_ebs-8/seed1
imm_ilinet,replace,5e-4,16,16,1,5,0,32,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-5e-4_ebs-16/seed1
imm_ilinet,replace,5e-4,32,32,1,6,0,13,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-5e-4_ebs-32/seed1
imm_ilinet,replace,2e-3,8,8,1,7,0,22,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-2e-3_ebs-8/seed1
imm_ilinet,replace,2e-3,16,16,1,8,0,26,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-2e-3_ebs-16/seed1
imm_ilinet,replace,2e-3,32,32,1,9,0,18,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/replace/lr-2e-3_ebs-32/seed1
imm_ilinet,learned,1e-4,8,8,1,10,0,34,/home/ubuntu/hongyu/ssm/output/mamba_mv_hpo_imm_d64/imm_ilinet/learned/lr-1e-4_ebs-8/seed1
